,language,article,date,views
1383,en,bayesian_statistics,16357.0,664.0
1384,en,bayesian_statistics,16358.0,693.0
1385,en,bayesian_statistics,16359.0,617.0
1386,en,bayesian_statistics,16360.0,0.0
1387,en,bayesian_statistics,16361.0,307.0
1388,en,bayesian_statistics,16362.0,342.0
1389,en,bayesian_statistics,16363.0,651.0
1390,en,bayesian_statistics,16364.0,734.0
1391,en,bayesian_statistics,16365.0,616.0
1392,en,bayesian_statistics,16366.0,647.0
1393,en,bayesian_statistics,16367.0,547.0
1394,en,bayesian_statistics,16368.0,319.0
1395,en,bayesian_statistics,16369.0,318.0
1396,en,bayesian_statistics,16370.0,661.0
1397,en,bayesian_statistics,16371.0,680.0
1398,en,bayesian_statistics,16372.0,700.0
1399,en,bayesian_statistics,16373.0,644.0
1400,en,bayesian_statistics,16374.0,455.0
1401,en,bayesian_statistics,16375.0,284.0
1402,en,bayesian_statistics,16376.0,399.0
1403,en,bayesian_statistics,16377.0,699.0
1404,en,bayesian_statistics,16378.0,690.0
1405,en,bayesian_statistics,16379.0,684.0
1406,en,bayesian_statistics,16380.0,0.0
1407,en,bayesian_statistics,16381.0,540.0
1408,en,bayesian_statistics,16382.0,330.0
1409,en,bayesian_statistics,16383.0,365.0
1410,en,bayesian_statistics,16384.0,570.0
1411,en,bayesian_statistics,16385.0,0.0
1412,en,bayesian_statistics,16386.0,647.0
1413,en,bayesian_statistics,16387.0,0.0
1414,en,bayesian_statistics,16388.0,607.0
1415,en,bayesian_statistics,16389.0,437.0
1416,en,bayesian_statistics,16390.0,410.0
1417,en,bayesian_statistics,16391.0,695.0
1418,en,bayesian_statistics,16392.0,711.0
1419,en,bayesian_statistics,16393.0,664.0
1420,en,bayesian_statistics,16394.0,0.0
1421,en,bayesian_statistics,16395.0,0.0
1422,en,bayesian_statistics,16396.0,334.0
1423,en,bayesian_statistics,16397.0,371.0
1424,en,bayesian_statistics,16398.0,663.0
1425,en,bayesian_statistics,16399.0,649.0
1426,en,bayesian_statistics,16400.0,566.0
1427,en,bayesian_statistics,16401.0,454.0
1428,en,bayesian_statistics,16402.0,401.0
1429,en,bayesian_statistics,16403.0,364.0
1430,en,bayesian_statistics,16404.0,314.0
1431,en,bayesian_statistics,16405.0,731.0
1432,en,bayesian_statistics,16406.0,0.0
1433,en,bayesian_statistics,16407.0,782.0
1434,en,bayesian_statistics,16408.0,0.0
1435,en,bayesian_statistics,16409.0,0.0
1436,en,bayesian_statistics,16410.0,0.0
1437,en,bayesian_statistics,16411.0,426.0
1438,en,bayesian_statistics,16412.0,0.0
1439,en,bayesian_statistics,16413.0,0.0
1440,en,bayesian_statistics,16414.0,0.0
1441,en,bayesian_statistics,16415.0,594.0
1442,en,bayesian_statistics,16416.0,0.0
1443,en,bayesian_statistics,16417.0,274.0
1444,en,bayesian_statistics,16418.0,0.0
1445,en,bayesian_statistics,16419.0,577.0
1446,en,bayesian_statistics,16420.0,0.0
1447,en,bayesian_statistics,16421.0,595.0
1448,en,bayesian_statistics,16422.0,494.0
1449,en,bayesian_statistics,16423.0,458.0
1450,en,bayesian_statistics,16424.0,0.0
1451,en,bayesian_statistics,16425.0,253.0
1452,en,bayesian_statistics,16426.0,410.0
1453,en,bayesian_statistics,16427.0,473.0
1454,en,bayesian_statistics,16428.0,281.0
1455,en,bayesian_statistics,16429.0,0.0
1456,en,bayesian_statistics,16430.0,0.0
1457,en,bayesian_statistics,16431.0,250.0
1458,en,bayesian_statistics,16432.0,281.0
1459,en,bayesian_statistics,16433.0,374.0
1460,en,bayesian_statistics,16434.0,392.0
1461,en,bayesian_statistics,16435.0,305.0
367,en,bayesian_statistics,16436.0,211.0
368,en,bayesian_statistics,16437.0,306.0
369,en,bayesian_statistics,16438.0,302.0
370,en,bayesian_statistics,16439.0,301.0
371,en,bayesian_statistics,16440.0,527.0
372,en,bayesian_statistics,16441.0,616.0
373,en,bayesian_statistics,16442.0,623.0
374,en,bayesian_statistics,16443.0,623.0
375,en,bayesian_statistics,16444.0,466.0
376,en,bayesian_statistics,16445.0,278.0
377,en,bayesian_statistics,16446.0,334.0
378,en,bayesian_statistics,16447.0,602.0
379,en,bayesian_statistics,16448.0,674.0
380,en,bayesian_statistics,16449.0,600.0
381,en,bayesian_statistics,16450.0,631.0
382,en,bayesian_statistics,16451.0,0.0
383,en,bayesian_statistics,16452.0,290.0
384,en,bayesian_statistics,16453.0,328.0
385,en,bayesian_statistics,16454.0,674.0
386,en,bayesian_statistics,16455.0,712.0
387,en,bayesian_statistics,16456.0,649.0
388,en,bayesian_statistics,16457.0,687.0
389,en,bayesian_statistics,16458.0,568.0
390,en,bayesian_statistics,16459.0,316.0
391,en,bayesian_statistics,16460.0,355.0
392,en,bayesian_statistics,16461.0,670.0
393,en,bayesian_statistics,16462.0,696.0
394,en,bayesian_statistics,16463.0,811.0
395,en,bayesian_statistics,16464.0,770.0
396,en,bayesian_statistics,16465.0,606.0
397,en,bayesian_statistics,16466.0,347.0
398,en,bayesian_statistics,16467.0,362.0
399,en,bayesian_statistics,16468.0,679.0
400,en,bayesian_statistics,16469.0,736.0
401,en,bayesian_statistics,16470.0,660.0
402,en,bayesian_statistics,16471.0,699.0
403,en,bayesian_statistics,16472.0,661.0
404,en,bayesian_statistics,16473.0,380.0
405,en,bayesian_statistics,16474.0,453.0
406,en,bayesian_statistics,16475.0,734.0
407,en,bayesian_statistics,16476.0,723.0
408,en,bayesian_statistics,16477.0,709.0
409,en,bayesian_statistics,16478.0,674.0
410,en,bayesian_statistics,16479.0,581.0
411,en,bayesian_statistics,16480.0,299.0
412,en,bayesian_statistics,16481.0,338.0
413,en,bayesian_statistics,16482.0,598.0
414,en,bayesian_statistics,16483.0,618.0
415,en,bayesian_statistics,16484.0,665.0
416,en,bayesian_statistics,16485.0,634.0
417,en,bayesian_statistics,16486.0,552.0
418,en,bayesian_statistics,16487.0,335.0
419,en,bayesian_statistics,16488.0,358.0
420,en,bayesian_statistics,16489.0,652.0
421,en,bayesian_statistics,16490.0,734.0
422,en,bayesian_statistics,16491.0,836.0
423,en,bayesian_statistics,16492.0,709.0
424,en,bayesian_statistics,16493.0,674.0
425,en,bayesian_statistics,16494.0,406.0
426,en,bayesian_statistics,16495.0,393.0
427,en,bayesian_statistics,16496.0,705.0
428,en,bayesian_statistics,16497.0,717.0
429,en,bayesian_statistics,16498.0,763.0
430,en,bayesian_statistics,16499.0,634.0
431,en,bayesian_statistics,16500.0,593.0
432,en,bayesian_statistics,16501.0,306.0
433,en,bayesian_statistics,16502.0,372.0
434,en,bayesian_statistics,16503.0,669.0
435,en,bayesian_statistics,16504.0,660.0
436,en,bayesian_statistics,16505.0,678.0
437,en,bayesian_statistics,16506.0,704.0
438,en,bayesian_statistics,16507.0,567.0
439,en,bayesian_statistics,16508.0,331.0
440,en,bayesian_statistics,16509.0,355.0
441,en,bayesian_statistics,16510.0,736.0
442,en,bayesian_statistics,16511.0,710.0
443,en,bayesian_statistics,16512.0,698.0
444,en,bayesian_statistics,16513.0,708.0
445,en,bayesian_statistics,16514.0,636.0
446,en,bayesian_statistics,16515.0,345.0
447,en,bayesian_statistics,16516.0,378.0
448,en,bayesian_statistics,16517.0,721.0
449,en,bayesian_statistics,16518.0,744.0
450,en,bayesian_statistics,16519.0,696.0
451,en,bayesian_statistics,16520.0,702.0
452,en,bayesian_statistics,16521.0,600.0
453,en,bayesian_statistics,16522.0,382.0
454,en,bayesian_statistics,16523.0,431.0
455,en,bayesian_statistics,16524.0,703.0
456,en,bayesian_statistics,16525.0,749.0
457,en,bayesian_statistics,16526.0,716.0
458,en,bayesian_statistics,16527.0,637.0
459,en,bayesian_statistics,16528.0,491.0
460,en,bayesian_statistics,16529.0,295.0
461,en,bayesian_statistics,16530.0,322.0
462,en,bayesian_statistics,16531.0,576.0
463,en,bayesian_statistics,16532.0,723.0
464,en,bayesian_statistics,16533.0,626.0
465,en,bayesian_statistics,16534.0,643.0
466,en,bayesian_statistics,16535.0,546.0
467,en,bayesian_statistics,16536.0,318.0
468,en,bayesian_statistics,16537.0,414.0
469,en,bayesian_statistics,16538.0,674.0
470,en,bayesian_statistics,16539.0,675.0
471,en,bayesian_statistics,16540.0,676.0
472,en,bayesian_statistics,16541.0,682.0
473,en,bayesian_statistics,16542.0,635.0
474,en,bayesian_statistics,16543.0,305.0
475,en,bayesian_statistics,16544.0,366.0
476,en,bayesian_statistics,16545.0,692.0
477,en,bayesian_statistics,16546.0,821.0
478,en,bayesian_statistics,16547.0,676.0
479,en,bayesian_statistics,16548.0,658.0
480,en,bayesian_statistics,16549.0,565.0
481,en,bayesian_statistics,16550.0,326.0
482,en,bayesian_statistics,16551.0,355.0
483,en,bayesian_statistics,16552.0,675.0
484,en,bayesian_statistics,16553.0,721.0
485,en,bayesian_statistics,16554.0,652.0
486,en,bayesian_statistics,16555.0,655.0
487,en,bayesian_statistics,16556.0,523.0
488,en,bayesian_statistics,16557.0,293.0
489,en,bayesian_statistics,16558.0,331.0
490,en,bayesian_statistics,16559.0,679.0
491,en,bayesian_statistics,16560.0,698.0
492,en,bayesian_statistics,16561.0,708.0
493,en,bayesian_statistics,16562.0,651.0
494,en,bayesian_statistics,16563.0,576.0
495,en,bayesian_statistics,16564.0,0.0
496,en,bayesian_statistics,16565.0,331.0
497,en,bayesian_statistics,16566.0,681.0
498,en,bayesian_statistics,16567.0,623.0
499,en,bayesian_statistics,16568.0,678.0
500,en,bayesian_statistics,16569.0,627.0
501,en,bayesian_statistics,16570.0,564.0
502,en,bayesian_statistics,16571.0,341.0
503,en,bayesian_statistics,16572.0,380.0
504,en,bayesian_statistics,16573.0,578.0
505,en,bayesian_statistics,16574.0,707.0
506,en,bayesian_statistics,16575.0,712.0
507,en,bayesian_statistics,16576.0,662.0
508,en,bayesian_statistics,16577.0,569.0
509,en,bayesian_statistics,16578.0,274.0
510,en,bayesian_statistics,16579.0,340.0
511,en,bayesian_statistics,16580.0,435.0
512,en,bayesian_statistics,16581.0,623.0
513,en,bayesian_statistics,16582.0,621.0
514,en,bayesian_statistics,16583.0,625.0
515,en,bayesian_statistics,16584.0,561.0
516,en,bayesian_statistics,16585.0,303.0
517,en,bayesian_statistics,16586.0,372.0
518,en,bayesian_statistics,16587.0,603.0
519,en,bayesian_statistics,16588.0,646.0
520,en,bayesian_statistics,16589.0,622.0
521,en,bayesian_statistics,16590.0,598.0
522,en,bayesian_statistics,16591.0,510.0
523,en,bayesian_statistics,16592.0,249.0
524,en,bayesian_statistics,16593.0,332.0
525,en,bayesian_statistics,16594.0,664.0
526,en,bayesian_statistics,16595.0,717.0
527,en,bayesian_statistics,16596.0,688.0
528,en,bayesian_statistics,16597.0,662.0
529,en,bayesian_statistics,16598.0,600.0
530,en,bayesian_statistics,16599.0,301.0
531,en,bayesian_statistics,16600.0,337.0
532,en,bayesian_statistics,16601.0,670.0
533,en,bayesian_statistics,16602.0,607.0
534,en,bayesian_statistics,16603.0,609.0
535,en,bayesian_statistics,16604.0,585.0
536,en,bayesian_statistics,16605.0,463.0
537,en,bayesian_statistics,16606.0,280.0
538,en,bayesian_statistics,16607.0,277.0
539,en,bayesian_statistics,16608.0,597.0
540,en,bayesian_statistics,16609.0,587.0
541,en,bayesian_statistics,16610.0,584.0
542,en,bayesian_statistics,16611.0,557.0
543,en,bayesian_statistics,16612.0,467.0
544,en,bayesian_statistics,16613.0,261.0
545,en,bayesian_statistics,16614.0,300.0
546,en,bayesian_statistics,16615.0,490.0
547,en,bayesian_statistics,16616.0,529.0
548,en,bayesian_statistics,16617.0,504.0
549,en,bayesian_statistics,16618.0,518.0
550,en,bayesian_statistics,16619.0,353.0
551,en,bayesian_statistics,16620.0,192.0
552,en,bayesian_statistics,16621.0,247.0
553,en,bayesian_statistics,16622.0,455.0
554,en,bayesian_statistics,16623.0,545.0
555,en,bayesian_statistics,16624.0,603.0
556,en,bayesian_statistics,16625.0,653.0
557,en,bayesian_statistics,16626.0,455.0
558,en,bayesian_statistics,16627.0,348.0
559,en,bayesian_statistics,16628.0,318.0
560,en,bayesian_statistics,16629.0,507.0
561,en,bayesian_statistics,16630.0,529.0
562,en,bayesian_statistics,16631.0,489.0
563,en,bayesian_statistics,16632.0,531.0
564,en,bayesian_statistics,16633.0,451.0
565,en,bayesian_statistics,16634.0,249.0
566,en,bayesian_statistics,16635.0,273.0
567,en,bayesian_statistics,16636.0,517.0
568,en,bayesian_statistics,16637.0,532.0
569,en,bayesian_statistics,16638.0,525.0
570,en,bayesian_statistics,16639.0,531.0
571,en,bayesian_statistics,16640.0,429.0
572,en,bayesian_statistics,16641.0,242.0
573,en,bayesian_statistics,16642.0,358.0
574,en,bayesian_statistics,16643.0,492.0
575,en,bayesian_statistics,16644.0,547.0
576,en,bayesian_statistics,16645.0,570.0
577,en,bayesian_statistics,16646.0,537.0
578,en,bayesian_statistics,16647.0,433.0
579,en,bayesian_statistics,16648.0,199.0
580,en,bayesian_statistics,16649.0,235.0
581,en,bayesian_statistics,16650.0,439.0
582,en,bayesian_statistics,16651.0,479.0
583,en,bayesian_statistics,16652.0,495.0
584,en,bayesian_statistics,16653.0,513.0
585,en,bayesian_statistics,16654.0,385.0
586,en,bayesian_statistics,16655.0,232.0
587,en,bayesian_statistics,16656.0,248.0
588,en,bayesian_statistics,16657.0,492.0
589,en,bayesian_statistics,16658.0,507.0
590,en,bayesian_statistics,16659.0,467.0
591,en,bayesian_statistics,16660.0,520.0
592,en,bayesian_statistics,16661.0,457.0
593,en,bayesian_statistics,16662.0,209.0
594,en,bayesian_statistics,16663.0,264.0
595,en,bayesian_statistics,16664.0,488.0
596,en,bayesian_statistics,16665.0,506.0
597,en,bayesian_statistics,16666.0,498.0
598,en,bayesian_statistics,16667.0,504.0
599,en,bayesian_statistics,16668.0,487.0
600,en,bayesian_statistics,16669.0,246.0
601,en,bayesian_statistics,16670.0,320.0
602,en,bayesian_statistics,16671.0,515.0
603,en,bayesian_statistics,16672.0,544.0
604,en,bayesian_statistics,16673.0,556.0
605,en,bayesian_statistics,16674.0,567.0
606,en,bayesian_statistics,16675.0,449.0
607,en,bayesian_statistics,16676.0,264.0
608,en,bayesian_statistics,16677.0,279.0
609,en,bayesian_statistics,16678.0,539.0
610,en,bayesian_statistics,16679.0,622.0
611,en,bayesian_statistics,16680.0,648.0
612,en,bayesian_statistics,16681.0,614.0
613,en,bayesian_statistics,16682.0,570.0
614,en,bayesian_statistics,16683.0,277.0
615,en,bayesian_statistics,16684.0,274.0
616,en,bayesian_statistics,16685.0,504.0
617,en,bayesian_statistics,16686.0,638.0
618,en,bayesian_statistics,16687.0,632.0
619,en,bayesian_statistics,16688.0,524.0
620,en,bayesian_statistics,16689.0,480.0
621,en,bayesian_statistics,16690.0,266.0
622,en,bayesian_statistics,16691.0,296.0
623,en,bayesian_statistics,16692.0,623.0
624,en,bayesian_statistics,16693.0,588.0
625,en,bayesian_statistics,16694.0,595.0
626,en,bayesian_statistics,16695.0,630.0
627,en,bayesian_statistics,16696.0,493.0
628,en,bayesian_statistics,16697.0,255.0
629,en,bayesian_statistics,16698.0,293.0
630,en,bayesian_statistics,16699.0,577.0
631,en,bayesian_statistics,16700.0,543.0
632,en,bayesian_statistics,16701.0,603.0
633,en,bayesian_statistics,16702.0,565.0
634,en,bayesian_statistics,16703.0,461.0
635,en,bayesian_statistics,16704.0,250.0
636,en,bayesian_statistics,16705.0,288.0
637,en,bayesian_statistics,16706.0,533.0
638,en,bayesian_statistics,16707.0,587.0
639,en,bayesian_statistics,16708.0,597.0
640,en,bayesian_statistics,16709.0,530.0
641,en,bayesian_statistics,16710.0,468.0
642,en,bayesian_statistics,16711.0,227.0
643,en,bayesian_statistics,16712.0,333.0
644,en,bayesian_statistics,16713.0,563.0
645,en,bayesian_statistics,16714.0,670.0
646,en,bayesian_statistics,16715.0,605.0
647,en,bayesian_statistics,16716.0,576.0
648,en,bayesian_statistics,16717.0,479.0
649,en,bayesian_statistics,16718.0,271.0
650,en,bayesian_statistics,16719.0,317.0
651,en,bayesian_statistics,16720.0,590.0
652,en,bayesian_statistics,16721.0,594.0
653,en,bayesian_statistics,16722.0,567.0
654,en,bayesian_statistics,16723.0,591.0
655,en,bayesian_statistics,16724.0,490.0
656,en,bayesian_statistics,16725.0,266.0
657,en,bayesian_statistics,16726.0,318.0
658,en,bayesian_statistics,16727.0,552.0
659,en,bayesian_statistics,16728.0,604.0
660,en,bayesian_statistics,16729.0,565.0
661,en,bayesian_statistics,16730.0,562.0
662,en,bayesian_statistics,16731.0,449.0
663,en,bayesian_statistics,16732.0,287.0
664,en,bayesian_statistics,16733.0,331.0
665,en,bayesian_statistics,16734.0,617.0
666,en,bayesian_statistics,16735.0,610.0
667,en,bayesian_statistics,16736.0,651.0
668,en,bayesian_statistics,16737.0,573.0
669,en,bayesian_statistics,16738.0,517.0
670,en,bayesian_statistics,16739.0,262.0
671,en,bayesian_statistics,16740.0,330.0
672,en,bayesian_statistics,16741.0,623.0
673,en,bayesian_statistics,16742.0,633.0
674,en,bayesian_statistics,16743.0,619.0
675,en,bayesian_statistics,16744.0,644.0
676,en,bayesian_statistics,16745.0,530.0
677,en,bayesian_statistics,16746.0,331.0
678,en,bayesian_statistics,16747.0,352.0
679,en,bayesian_statistics,16748.0,589.0
680,en,bayesian_statistics,16749.0,676.0
681,en,bayesian_statistics,16750.0,636.0
682,en,bayesian_statistics,16751.0,607.0
683,en,bayesian_statistics,16752.0,517.0
684,en,bayesian_statistics,16753.0,262.0
685,en,bayesian_statistics,16754.0,295.0
686,en,bayesian_statistics,16755.0,640.0
687,en,bayesian_statistics,16756.0,670.0
688,en,bayesian_statistics,16757.0,600.0
689,en,bayesian_statistics,16758.0,552.0
690,en,bayesian_statistics,16759.0,503.0
691,en,bayesian_statistics,16760.0,299.0
692,en,bayesian_statistics,16761.0,327.0
693,en,bayesian_statistics,16762.0,558.0
694,en,bayesian_statistics,16763.0,717.0
695,en,bayesian_statistics,16764.0,510.0
696,en,bayesian_statistics,16765.0,422.0
697,en,bayesian_statistics,16766.0,365.0
698,en,bayesian_statistics,16767.0,254.0
699,en,bayesian_statistics,16768.0,299.0
700,en,bayesian_statistics,16769.0,594.0
701,en,bayesian_statistics,16770.0,621.0
702,en,bayesian_statistics,16771.0,620.0
703,en,bayesian_statistics,16772.0,747.0
704,en,bayesian_statistics,16773.0,527.0
705,en,bayesian_statistics,16774.0,304.0
706,en,bayesian_statistics,16775.0,348.0
707,en,bayesian_statistics,16776.0,554.0
708,en,bayesian_statistics,16777.0,606.0
709,en,bayesian_statistics,16778.0,581.0
710,en,bayesian_statistics,16779.0,567.0
711,en,bayesian_statistics,16780.0,541.0
712,en,bayesian_statistics,16781.0,330.0
713,en,bayesian_statistics,16782.0,336.0
714,en,bayesian_statistics,16783.0,618.0
715,en,bayesian_statistics,16784.0,596.0
716,en,bayesian_statistics,16785.0,517.0
717,en,bayesian_statistics,16786.0,532.0
718,en,bayesian_statistics,16787.0,387.0
719,en,bayesian_statistics,16788.0,229.0
720,en,bayesian_statistics,16789.0,0.0
721,en,bayesian_statistics,16790.0,0.0
722,en,bayesian_statistics,16791.0,0.0
723,en,bayesian_statistics,16792.0,0.0
724,en,bayesian_statistics,16793.0,0.0
725,en,bayesian_statistics,16794.0,0.0
726,en,bayesian_statistics,16795.0,0.0
727,en,bayesian_statistics,16796.0,0.0
728,en,bayesian_statistics,16797.0,0.0
729,en,bayesian_statistics,16798.0,0.0
730,en,bayesian_statistics,16799.0,0.0
731,en,bayesian_statistics,16800.0,0.0
11000,en,bayesian_statistics,16801.0,312.0
2945,en,bayesian_statistics,16802.0,326.0
3100,en,bayesian_statistics,16803.0,381.0
4100,en,bayesian_statistics,16804.0,653.0
5100,en,bayesian_statistics,16805.0,738.0
6100,en,bayesian_statistics,16806.0,835.0
7100,en,bayesian_statistics,16807.0,650.0
8100,en,bayesian_statistics,16808.0,632.0
9100,en,bayesian_statistics,16809.0,351.0
10100,en,bayesian_statistics,16810.0,411.0
11100,en,bayesian_statistics,16811.0,918.0
12100,en,bayesian_statistics,16812.0,867.0
13100,en,bayesian_statistics,16813.0,772.0
14100,en,bayesian_statistics,16814.0,712.0
15100,en,bayesian_statistics,16815.0,656.0
16100,en,bayesian_statistics,16816.0,408.0
17100,en,bayesian_statistics,16817.0,548.0
18100,en,bayesian_statistics,16818.0,729.0
19100,en,bayesian_statistics,16819.0,818.0
20100,en,bayesian_statistics,16820.0,868.0
21100,en,bayesian_statistics,16821.0,754.0
22100,en,bayesian_statistics,16822.0,642.0
23100,en,bayesian_statistics,16823.0,443.0
24100,en,bayesian_statistics,16824.0,455.0
25100,en,bayesian_statistics,16825.0,760.0
26100,en,bayesian_statistics,16826.0,798.0
27100,en,bayesian_statistics,16827.0,794.0
28100,en,bayesian_statistics,16828.0,771.0
2946,en,bayesian_statistics,16829.0,644.0
3010,en,bayesian_statistics,16830.0,443.0
3110,en,bayesian_statistics,16831.0,498.0
3210,en,bayesian_statistics,16832.0,694.0
3310,en,bayesian_statistics,16833.0,780.0
3410,en,bayesian_statistics,16834.0,794.0
3510,en,bayesian_statistics,16835.0,746.0
3610,en,bayesian_statistics,16836.0,623.0
3710,en,bayesian_statistics,16837.0,378.0
3810,en,bayesian_statistics,16838.0,425.0
3910,en,bayesian_statistics,16839.0,698.0
4010,en,bayesian_statistics,16840.0,726.0
4110,en,bayesian_statistics,16841.0,725.0
4210,en,bayesian_statistics,16842.0,683.0
4310,en,bayesian_statistics,16843.0,614.0
4410,en,bayesian_statistics,16844.0,389.0
4510,en,bayesian_statistics,16845.0,437.0
4610,en,bayesian_statistics,16846.0,730.0
4710,en,bayesian_statistics,16847.0,741.0
4810,en,bayesian_statistics,16848.0,779.0
4910,en,bayesian_statistics,16849.0,818.0
5010,en,bayesian_statistics,16850.0,666.0
5110,en,bayesian_statistics,16851.0,417.0
5210,en,bayesian_statistics,16852.0,523.0
5310,en,bayesian_statistics,16853.0,797.0
5410,en,bayesian_statistics,16854.0,772.0
5510,en,bayesian_statistics,16855.0,784.0
5610,en,bayesian_statistics,16856.0,735.0
5710,en,bayesian_statistics,16857.0,697.0
5810,en,bayesian_statistics,16858.0,436.0
5910,en,bayesian_statistics,16859.0,479.0
6010,en,bayesian_statistics,16860.0,743.0
6110,en,bayesian_statistics,16861.0,824.0
6210,en,bayesian_statistics,16862.0,756.0
6310,en,bayesian_statistics,16863.0,802.0
6410,en,bayesian_statistics,16864.0,667.0
6510,en,bayesian_statistics,16865.0,393.0
6610,en,bayesian_statistics,16866.0,418.0
6710,en,bayesian_statistics,16867.0,882.0
6810,en,bayesian_statistics,16868.0,820.0
6910,en,bayesian_statistics,16869.0,882.0
7010,en,bayesian_statistics,16870.0,869.0
7110,en,bayesian_statistics,16871.0,706.0
7210,en,bayesian_statistics,16872.0,435.0
7310,en,bayesian_statistics,16873.0,426.0
7410,en,bayesian_statistics,16874.0,769.0
7510,en,bayesian_statistics,16875.0,746.0
7610,en,bayesian_statistics,16876.0,785.0
7710,en,bayesian_statistics,16877.0,752.0
7810,en,bayesian_statistics,16878.0,635.0
7910,en,bayesian_statistics,16879.0,401.0
8010,en,bayesian_statistics,16880.0,492.0
8110,en,bayesian_statistics,16881.0,711.0
8210,en,bayesian_statistics,16882.0,776.0
8310,en,bayesian_statistics,16883.0,730.0
8410,en,bayesian_statistics,16884.0,782.0
8510,en,bayesian_statistics,16885.0,624.0
8610,en,bayesian_statistics,16886.0,407.0
8710,en,bayesian_statistics,16887.0,458.0
8810,en,bayesian_statistics,16888.0,703.0
8910,en,bayesian_statistics,16889.0,812.0
9010,en,bayesian_statistics,16890.0,771.0
9110,en,bayesian_statistics,16891.0,723.0
9210,en,bayesian_statistics,16892.0,662.0
9310,en,bayesian_statistics,16893.0,456.0
9410,en,bayesian_statistics,16894.0,469.0
9510,en,bayesian_statistics,16895.0,711.0
9610,en,bayesian_statistics,16896.0,823.0
9710,en,bayesian_statistics,16897.0,825.0
9810,en,bayesian_statistics,16898.0,676.0
9910,en,bayesian_statistics,16899.0,636.0
10010,en,bayesian_statistics,16900.0,416.0
10110,en,bayesian_statistics,16901.0,498.0
10210,en,bayesian_statistics,16902.0,780.0
10310,en,bayesian_statistics,16903.0,756.0
10410,en,bayesian_statistics,16904.0,757.0
10510,en,bayesian_statistics,16905.0,808.0
10610,en,bayesian_statistics,16906.0,647.0
10710,en,bayesian_statistics,16907.0,449.0
10810,en,bayesian_statistics,16908.0,505.0
10910,en,bayesian_statistics,16909.0,734.0
11010,en,bayesian_statistics,16910.0,790.0
11110,en,bayesian_statistics,16911.0,822.0
11210,en,bayesian_statistics,16912.0,700.0
11310,en,bayesian_statistics,16913.0,625.0
11410,en,bayesian_statistics,16914.0,394.0
11510,en,bayesian_statistics,16915.0,443.0
11610,en,bayesian_statistics,16916.0,739.0
11710,en,bayesian_statistics,16917.0,815.0
11810,en,bayesian_statistics,16918.0,864.0
11910,en,bayesian_statistics,16919.0,766.0
12010,en,bayesian_statistics,16920.0,612.0
12110,en,bayesian_statistics,16921.0,431.0
12210,en,bayesian_statistics,16922.0,443.0
12310,en,bayesian_statistics,16923.0,734.0
12410,en,bayesian_statistics,16924.0,792.0
12510,en,bayesian_statistics,16925.0,750.0
12610,en,bayesian_statistics,16926.0,661.0
12710,en,bayesian_statistics,16927.0,620.0
12810,en,bayesian_statistics,16928.0,389.0
12910,en,bayesian_statistics,16929.0,524.0
13010,en,bayesian_statistics,16930.0,725.0
13110,en,bayesian_statistics,16931.0,800.0
13210,en,bayesian_statistics,16932.0,807.0
13310,en,bayesian_statistics,16933.0,725.0
13410,en,bayesian_statistics,16934.0,642.0
13510,en,bayesian_statistics,16935.0,425.0
13610,en,bayesian_statistics,16936.0,459.0
13710,en,bayesian_statistics,16937.0,737.0
13810,en,bayesian_statistics,16938.0,777.0
13910,en,bayesian_statistics,16939.0,837.0
14010,en,bayesian_statistics,16940.0,769.0
14110,en,bayesian_statistics,16941.0,670.0
14210,en,bayesian_statistics,16942.0,436.0
14310,en,bayesian_statistics,16943.0,491.0
14410,en,bayesian_statistics,16944.0,770.0
14510,en,bayesian_statistics,16945.0,800.0
14610,en,bayesian_statistics,16946.0,731.0
14710,en,bayesian_statistics,16947.0,680.0
14810,en,bayesian_statistics,16948.0,598.0
14910,en,bayesian_statistics,16949.0,331.0
15010,en,bayesian_statistics,16950.0,405.0
15110,en,bayesian_statistics,16951.0,612.0
15210,en,bayesian_statistics,16952.0,788.0
15310,en,bayesian_statistics,16953.0,782.0
15410,en,bayesian_statistics,16954.0,668.0
15510,en,bayesian_statistics,16955.0,625.0
15610,en,bayesian_statistics,16956.0,375.0
15710,en,bayesian_statistics,16957.0,457.0
15810,en,bayesian_statistics,16958.0,722.0
15910,en,bayesian_statistics,16959.0,695.0
16010,en,bayesian_statistics,16960.0,759.0
16110,en,bayesian_statistics,16961.0,698.0
16210,en,bayesian_statistics,16962.0,592.0
16310,en,bayesian_statistics,16963.0,373.0
16410,en,bayesian_statistics,16964.0,453.0
16510,en,bayesian_statistics,16965.0,802.0
16610,en,bayesian_statistics,16966.0,712.0
16710,en,bayesian_statistics,16967.0,704.0
16810,en,bayesian_statistics,16968.0,646.0
16910,en,bayesian_statistics,16969.0,531.0
17010,en,bayesian_statistics,16970.0,358.0
17110,en,bayesian_statistics,16971.0,353.0
17210,en,bayesian_statistics,16972.0,758.0
17310,en,bayesian_statistics,16973.0,663.0
17410,en,bayesian_statistics,16974.0,625.0
17510,en,bayesian_statistics,16975.0,715.0
17610,en,bayesian_statistics,16976.0,662.0
17710,en,bayesian_statistics,16977.0,471.0
17810,en,bayesian_statistics,16978.0,367.0
17910,en,bayesian_statistics,16979.0,664.0
18010,en,bayesian_statistics,16980.0,665.0
